country,capital,name,xid,kinds,lat,lon,wikipedia_extracts,image
Germany,Berlin,Берлинская высшая школа торговли,Q1574858,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.402661,52.520885,Die Handelshochschule Berlin war von 1906 bis 1946 eine akademische Ausbildungsstätte in der Spandauer Straße 1.,https://commons.wikimedia.org/wiki/File:Heilig_Geist_Kapelle.JPG
Germany,Berlin,Gertraudenbrücke,W339201184,"bridges,architecture,interesting_places,other_bridges",13.402748,52.512436,"Die (neue) Gertraudenbrücke in Berlin führt im Ortsteil Mitte die Gertraudenstraße über den Spreekanal auf die Spreeinsel. Als Teil der Bundesstraße 1 gehört sie im Bereich des historischen Mitte Berlins zu der stark frequentierten Verkehrsmagistrale, die vom Potsdamer/Leipziger Platz über Leipziger Straße, Spittel- und Molkenmarkt zum Alexanderplatz führt.Die zwischen Neu- und Alt-Cölln Ende des 19. Jahrhunderts gebaute steinerne Gertraudenbrücke steht unter Denkmalschutz und wurde in den 1970er Jahren durch eine Stahlträgerbrücke ersetzt, die unmittelbar südlich verläuft, sodass heute ein Ensemble aus zwei Brücken vorliegt.",https://commons.wikimedia.org/wiki/File:Gertraudenbr%C3%BCcke%2C_Berlin_1880.jpg
Germany,Berlin,Gertraudenbrücke,W25945727,"bridges,architecture,interesting_places,other_bridges",13.402566,52.512394,"Die (neue) Gertraudenbrücke in Berlin führt im Ortsteil Mitte die Gertraudenstraße über den Spreekanal auf die Spreeinsel. Als Teil der Bundesstraße 1 gehört sie im Bereich des historischen Mitte Berlins zu der stark frequentierten Verkehrsmagistrale, die vom Potsdamer/Leipziger Platz über Leipziger Straße, Spittel- und Molkenmarkt zum Alexanderplatz führt.Die zwischen Neu- und Alt-Cölln Ende des 19. Jahrhunderts gebaute steinerne Gertraudenbrücke steht unter Denkmalschutz und wurde in den 1970er Jahren durch eine Stahlträgerbrücke ersetzt, die unmittelbar südlich verläuft, sodass heute ein Ensemble aus zwei Brücken vorliegt.",https://commons.wikimedia.org/wiki/File:Gertraudenbr%C3%BCcke%2C_Berlin_1880.jpg
Germany,Berlin,Rathaus Cafe,N89275075,"historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",13.407163,52.518013,"Das Alte Rathaus in Berlin war das mittelalterliche Rats- und Verwaltungszentrum an der Ecke Königstraße (seit 1951 Rathausstraße) und Spandauer Straße im Ortsteil Mitte mit dem eigentlichen Ratsgebäude, der Gerichtslaube und dem später angebauten Uhrenturm.",https://commons.wikimedia.org/wiki/File:Altes_Rathaus_gesamt.jpg
Germany,Berlin,Heilig-Geist-Kapelle,W217530887,"religion,churches,interesting_places,other_churches",13.403218,52.52079,"The Holy Spirit Hospital (Berlin) (Heilig-Geist-Spital) was one of the earliest hospitals in Berlin, established in 1250. It was located on the western side of Spandauer Straße.The hospital was a complex of buildings consisting of a house for the poor and sick, a home for the hospital staff, a small chapel, a preacher and sexton house, a hermitage and a large garden. The Heilig-Geist-Kapelle, which belongs to the hospital, was built around 1300 and is one of the oldest surviving buildings in Berlin. It remained intact during the Second World War , was thoroughly renovated in 1978/1979, and again in 2005. It now serves as a ballroom for the Humboldt University on special occasions.",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Spandauer_Stra%C3%9Fe%2C_Heilig-Geist-Kapelle_01.jpg
Germany,Berlin,Церковь Святого Николая,W23813200,"religion,churches,museums,cultural,theatres_and_entertainments,interesting_places,music_venues,history_museums,other_churches",13.407513,52.516827,"Николаикирхе (нем. Nikolaikirche) — самая древняя церковь Берлина. Она расположена в историческом квартале Николаифиртель. В настоящее время церковь является филиалом Бранденбургского музея в составе Фонда городского музея Берлина, где также регулярно проводятся концерты.",https://commons.wikimedia.org/wiki/File:Nikolaikirche_Berlin_April_2007.jpg
Germany,Berlin,Am Kupfergraben 6,Q55364699,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.395109,52.520191,Das Haus Am Kupfergraben 6 ist ein denkmalgeschütztes Mietshaus im Berliner Ortsteil Mitte des gleichnamigen Bezirks.Der Kaufmann Johann Traugott Börner ließ das viergeschossige Gebäude 1832 errichten.In dem Haus bewohnen die Bundeskanzlerin Angela Merkel und ihr Ehemann Joachim Sauer eine Wohnung. Bis zu seinem Tod Anfang April 2013 wohnte Ottmar Schreiner in dem Haus. Außerdem befindet sich in dem Haus die Kanzlei von Lothar de Maizière.,https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Am_Kupfergraben_6%2C_Buerger-_und_Mietshaus_02.jpg
Germany,Berlin,Французский собор,W28248283,"religion,churches,cathedrals,interesting_places,other_churches",13.39244,52.514378,"Французский собор (нем. Französischer Dom, официальное название Французская церковь Фридрихштадта, нем. Französische Friedrichstadtkirche) — французская реформатская церковь во Фридрихштадте на берлинской площади Жандарменмаркт напротив Немецкого собора. Одна из достопримечательностей города. Здание называется собором, хотя здесь никогда не находилась епископская кафедра.",https://commons.wikimedia.org/wiki/File:2007-07-27_Franz%C3%B6sischer_Dom_Berlin.jpg
Germany,Berlin,Berliner Garnisonkirche und Friedhof,N4973964864,"religion,churches,interesting_places,other_churches",13.402606,52.521561,"Die Garnisonkirche (auch Alte Garnisonkirche genannt) in Berlin war eine evangelische Kirche für die Soldaten der dortigen Garnison. Die Ruine des im Zweiten Weltkrieg letztmals zerstörten Bauwerks in Berlin-Mitte wurde 1962 beseitigt.Der Sakralbau stand auf dem Areal des heutigen Litfaß-Platzes, der seinen Namen im Januar 2011 im Zuge der Bebauung des „Hackeschen Quartiers“ südlich des S-Bahnhofs Hackescher Markt erhielt. Der nordwestlich anschließende Garnisonkirchplatz wurde bereits im August 1999 geschaffen. Zu DDR-Zeiten befand sich auf den abgeräumten Flächen hinter dem damaligen S-Bahnhof Marx-Engels-Platz (seit 1992: Bahnhof Hackescher Markt) ein Sportplatz.",https://commons.wikimedia.org/wiki/File:1736_Garnisonkirche.jpg
Germany,Berlin,Государственная библиотека Унтер-ден-Линден,Q2324837,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.3917,52.517799,"Das Haus Unter den Linden der Staatsbibliothek zu Berlin ist ein denkmalgeschütztes Bibliotheks- und Akademiegebäude Unter den Linden 8 im Berliner Ortsteil Mitte des gleichnamigen Bezirks. In den Jahren 1903–1914 von Ernst von Ihne im Stil des Neobarock errichtet, beheimatete es neben der Königlichen Bibliothek und der Universitätsbibliothek auch die Königliche Akademie der Wissenschaften. Im Zweiten Weltkrieg schwer beschädigt und in der DDR-Zeit teilweise abgerissen, wird das Haus Unter den Linden seit 2005 bis voraussichtlich 2019 umfangreich saniert und erweitert. Es gehört zu den größten Gebäuden Berlins und den bedeutendsten Bibliotheken der Welt.",https://commons.wikimedia.org/wiki/File:StaatsbibliothekBerlin.jpg
Germany,Berlin,Alte Synagoge,Q436263,"religion,synagogues,interesting_places",13.4048,52.521099,"Die Alte Synagoge in Berlin, errichtet in den Jahren 1712–1714, befand sich in der Heidereutergasse 4 im Alt-Berliner Marienviertel, im heutigen Berliner Ortsteil Mitte.",https://commons.wikimedia.org/wiki/File:Alte_Synagoge_Berlin%2C_Heidereutergasse.jpg
Germany,Berlin,Жандарменмаркт,R3573535,"interesting_places,squares,urban_environment,cultural",13.392719,52.513638,"Жанда́рменмаркт (также Жандармская площадь, нем. Gendarmenmarkt — букв. «Жандармский рынок») — площадь в центре Берлина, считается одной из самых красивых площадей столицы Германии. Центр композиции площади образует Концертный зал, который с севера (на панорамном снимке справа) обрамляет Французский собор, а с юга — Немецкий собор. Площадь по проекту Иоганна Арнольда Неринга появилась после 1688 года в составе пригорода Берлина Фридрихштадта, заложенного в конце XVII века по приказу курфюрста Фридриха III, будущего короля Пруссии Фридриха I. В этом историческом квартале поселилась большая часть французских гугенотов, которым «Великий курфюрст» Фридрих Вильгельм Потсдамским эдиктом 1685 года гарантировал религиозную свободу и гражданские права в полном объёме.",https://commons.wikimedia.org/wiki/File:Gendarmenmarkt_2010_11_01.jpg
Germany,Berlin,Дворец Шверина,Q1616562,"palaces,architecture,historic_architecture,interesting_places",13.4088,52.515999,Дворец Шве́рина (нем. Palais Schwerin) — историческое здание в центре Берлина. Барочный дворец на южной стороне площади Молькенмаркт напротив Николаифиртель в районе Митте был построен после 1690 года.,https://commons.wikimedia.org/wiki/File:Palais_Schwerin.jpg
Germany,Berlin,Памятник Шиллеру,N262457570,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",13.392648,52.513638,"Памятник Шиллеру (нем. Schiller-Denkmal) — мраморная статуя, установленная в честь выдающегося немецкого поэта Фридриха Шиллера в берлинском районе Митте, в центре площади Жандарменмаркт у лестницы, поднимающейся к некогда Королевскому драматическому театру, а ныне Концертному залу. Скульптурная группа была создана Рейнгольдом Бегасом, видным представителем берлинской скульптурной школы XIX века.",https://commons.wikimedia.org/wiki/File:Schillerdenkmal_Berlin_Gendarmenmarkt_Begas_1.jpg
Germany,Berlin,Красная ратуша,N2607087946,"historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",13.408701,52.518829,"Красная ратуша (нем. Rotes Rathaus) — историческое здание в центре Берлина, названное так по своему фасаду красного кирпича. Построена в 1861—1869 годах в стиле полуренессанса-полуготики по проекту архитектора Г. Ф. Веземана. Высота четырёхугольной башни ратуши, выстроенной по образу и подобию башен Ланского собора, составляет 74 метра.",https://commons.wikimedia.org/wiki/File:Berlin_Rotes_Rathaus_2.jpg
Germany,Berlin,Музейный остров,Q151963,"historic,historical_places,interesting_places,historic_districts",13.39538,52.52177,"«Музейный остров» (нем. Museumsinsel) — название, которое получила северная оконечность острова Шпреинзель на реке Шпре в Берлине, где расположено целое созвездие знаменитых берлинских музеев. Музейный остров является центром притяжения для туристов и ценителей искусства со всего мира. С 1999 года уникальный архитектурный и культурный ансамбль включён во Всемирное наследие ЮНЕСКО.",https://commons.wikimedia.org/wiki/File:Berlin_Museumsinsel_Fernsehturm.jpg
Germany,Berlin,Музей Боде,R4211594,"museums,cultural,interesting_places,art_galleries",13.394999,52.521652,"Музей Боде (нем. Bode-Museum) — художественный музей в составе ансамбля Музейного острова в Берлине, в котором размещаются экспозиции Скульптурного собрания, Музея византийского искусства и Монетного кабинета. 17 октября 2006 года музей открылся после шестилетней реставрации. До 1945 года музей носил имя кайзера Фридриха. В 1956 году распоряжением министра культуры ГДР Иоганнеса Р. Бехера музей получил имя Вильгельма фон Боде.",https://commons.wikimedia.org/wiki/File:Berlin_Museumsinsel_Fernsehturm.jpg
Germany,Berlin,S-Bahnhof Hackescher Markt,W170063224,"industrial_facilities,railway_stations,interesting_places",13.402389,52.522644,"Berlin Hackescher Markt is a railway station in the Mitte district of Berlin, Germany. It is named after the adjacent Hackescher Markt square.",https://commons.wikimedia.org/wiki/File:Berlin_-_Hackescher_Markt_S-Bahnhof_Winter.jpg
Germany,Berlin,Hackescher Markt Station,N3867910430,"industrial_facilities,railway_stations,interesting_places",13.402342,52.522682,"Berlin Hackescher Markt is a railway station in the Mitte district of Berlin, Germany. It is named after the adjacent Hackescher Markt square.",https://commons.wikimedia.org/wiki/File:Berlin_-_Hackescher_Markt_S-Bahnhof_Winter.jpg
Germany,Berlin,Grünstraßenbrücke,W409501453,"bridges,architecture,interesting_places,stone_bridges",13.405784,52.511581,Die Grünstraßenbrücke im Berliner Ortsteil Mitte ist eine der frühen Spreequerungen im alten Cöllner Stadtkern. Statt einer hölzernen mit Klappen für die Schiffspassagen versehenen Jochbrücke entstand von 1903 bis 1905 die steinerne Grünstraßenbrücke. Nach einer teilweisen Zerstörung am Ende des Zweiten Weltkriegs und folgender Reparatur steht sie seit den 1970er Jahren in der Berliner Baudenkmalliste.,https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Fischerinsel%2C_Gr%C3%BCnstra%C3%9Fenbr%C3%BCcke_03.jpg
Germany,Berlin,Grünstraßenbrücke,W23230852,"bridges,architecture,interesting_places,stone_bridges",13.4058,52.511444,Die Grünstraßenbrücke im Berliner Ortsteil Mitte ist eine der frühen Spreequerungen im alten Cöllner Stadtkern. Statt einer hölzernen mit Klappen für die Schiffspassagen versehenen Jochbrücke entstand von 1903 bis 1905 die steinerne Grünstraßenbrücke. Nach einer teilweisen Zerstörung am Ende des Zweiten Weltkriegs und folgender Reparatur steht sie seit den 1970er Jahren in der Berliner Baudenkmalliste.,https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Fischerinsel%2C_Gr%C3%BCnstra%C3%9Fenbr%C3%BCcke_03.jpg
Germany,Berlin,Россштрассенбрюке,W339201210,"bridges,architecture,interesting_places,stone_bridges",13.408088,52.512463,"Die Roßstraßenbrücke gehört zu den drei ältesten Spreequerungen der Stadt Berlin. Sie war Teil eines Verkehrsweges nach Köpenick und befand sich gleich hinter dem Köpenicker Tor, weswegen sie anfangs Köpenicker Brücke genannt wurde. Die heutige Roßstraßenbrücke entstand in den Jahren 1899 bis 1901 aus Stein. Nach schweren Beschädigungen im Zweiten Weltkrieg wurde sie vereinfacht wieder aufgebaut. Sie verbindet die Fischerinsel mit dem historischen Stadtviertel Neu-Cölln am Wasser und steht seit den 1970er-Jahren unter Denkmalschutz.",https://commons.wikimedia.org/wiki/File:Rossstrassenbruecke_Berlin-Mitte_2.JPG
Germany,Berlin,Мост Монбижу,W195397546,"bridges,architecture,interesting_places,stone_bridges",13.393627,52.521885,"Мост Монбижу (нем. Monbijoubrücke) — мост через Шпрее в центре Берлина, памятник архитектуры.Мост был построен в 1898—1904 годах одновременно с возводившимся на Музейном острове Берлина Музеем Боде. Архитектор Эрнст фон Ине разработал проект двойного моста, соединявшего площадку перед музеем на самом «носу» Музейного острова с двумя берегами Шпрее. Мост Монбижу должен был заменить деревянный мост Йохбрюкке 1776 года.",https://commons.wikimedia.org/wiki/File:Bode-museum_Berlin.jpg
Germany,Berlin,Schleuse Mühlendamm,W304560801,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.410245,52.514748,"f1w1Die Mühlendammschleuse in Berlin befindet sich im Ortsteil Mitte östlich des Mühlendamms. Sie liegt im Verlauf der Spree, die hier ein Teil der Spree-Oder-Wasserstraße ist. Die Schleuse wurde 1942 in Betrieb genommen und überwindet eine Fallhöhe von 1,51 Meter. Sie liegt in der Zuständigkeit des Wasserstraßen- und Schifffahrtsamtes Berlin. 2006 bewältigte die Schleuse ein Aufkommen von 3.500 Güterschiffen, 15.933 Fahrgastschiffen und 6.560 Sportbooten. Muskelbetriebene Boote werden nicht geschleust, da zwischen Kanzleramtssteg und Oberbaumbrücke der Verkehr von Kleinschiffen ohne Maschinenantrieb nicht gestattet ist. Die Mühlendammschleuse steht unter Denkmalschutz.",https://commons.wikimedia.org/wiki/File:2007-02-24_Muehlendammschleuse.jpg
Germany,Berlin,Россштрассенбрюке,W339201211,"bridges,architecture,interesting_places,stone_bridges",13.408192,52.512394,"Die Roßstraßenbrücke gehört zu den drei ältesten Spreequerungen der Stadt Berlin. Sie war Teil eines Verkehrsweges nach Köpenick und befand sich gleich hinter dem Köpenicker Tor, weswegen sie anfangs Köpenicker Brücke genannt wurde. Die heutige Roßstraßenbrücke entstand in den Jahren 1899 bis 1901 aus Stein. Nach schweren Beschädigungen im Zweiten Weltkrieg wurde sie vereinfacht wieder aufgebaut. Sie verbindet die Fischerinsel mit dem historischen Stadtviertel Neu-Cölln am Wasser und steht seit den 1970er-Jahren unter Denkmalschutz.",https://commons.wikimedia.org/wiki/File:Rossstrassenbruecke_Berlin-Mitte_2.JPG
Germany,Berlin,"Altes Stadthaus, Berlin",Q95417,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.410833,52.516388,"Altes Stadthaus (""Old City Hall"") is a former administrative building in Berlin, currently used by the Senate. It faces the Molkenmarkt and is bound by four roads; Jüdenstraße, Klosterstraße, Parochialstraße, and Stralauer Straße. Designed by Ludwig Hoffmann, chief of construction for the city, it was built in 1902–11 at a cost of 7 million marks (US$1,750,000) to supplement the Rotes Rathaus.The building has five courtyards and features many sculptures, including 29 allegorical representations of civic virtues and of Greek deities which are mounted on the tower. A Georg Wrba sculpture of a bear, the symbol of Berlin, is located in the central Bärensaal (Bear Hall).",https://commons.wikimedia.org/wiki/File:Altes_Stadthaus%2C_Westseite%2C_Berlin-Mitte%2C_160213%2C_ako.jpg
Germany,Berlin,Мост Монбижу,W195397553,"bridges,architecture,interesting_places,stone_bridges",13.394079,52.522339,"Мост Монбижу (нем. Monbijoubrücke) — мост через Шпрее в центре Берлина, памятник архитектуры.Мост был построен в 1898—1904 годах одновременно с возводившимся на Музейном острове Берлина Музеем Боде. Архитектор Эрнст фон Ине разработал проект двойного моста, соединявшего площадку перед музеем на самом «носу» Музейного острова с двумя берегами Шпрее. Мост Монбижу должен был заменить деревянный мост Йохбрюкке 1776 года.",https://commons.wikimedia.org/wiki/File:Bode-museum_Berlin.jpg
Germany,Berlin,Neues Stadthaus,Q15836621,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.41141,52.51722,"Das Neue Stadthaus ist die Bezeichnung eines Berliner Verwaltungsgebäudes in der Parochialstraße im Stadtteil Mitte. Es wurde in den 1930er Jahren als Geschäftshaus errichtet. Ab 1945 wird es als Stadthaus genutzt. Damals, während der Alliierten Besatzungszeit erhielt es anstatt des benachbarten Turmbauwerks am Molkenmarkt, welches der Magistrat von Groß-Berlin bisher als Stadthaus nutzte, den Namen Neues Stadthaus.",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Parochialstra%C3%9Fe%2C_Feuersoziet%C3%A4t_aka_Neues_Stadthaus.jpg
Germany,Berlin,Inselbrücke,W26322457,"bridges,architecture,interesting_places,footbridges,stone_bridges",13.410355,52.51358,"Die Inselbrücke ist eine seit dem 17. Jahrhundert bestehende Straßenbrücke über den westlichen Spreearm. Sie ist in Stromrichtung die erste Brücke an der Spreeinsel und befindet sich im Einzugsbereich des historischen Berliner Hafens. Die heutige steinerne Gewölbebrücke stammt aus den Jahren 1912–1913, gebaut nach Plänen von Ludwig Hoffmann und Stadtbaurat Krause und steht unter Denkmalschutz.",https://commons.wikimedia.org/wiki/File:Inselbruecke_Berlin-Mitte_3.JPG
Germany,Berlin,Берлинская телебашня,N4948143723,"historic_architecture,towers,architecture,interesting_places,observation_towers,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",13.409364,52.520859,"Берлинская телебашня (нем. Berliner Fernsehturm) располагается в столичном районе Митте, недалеко от Александерплац. Это 368-метровое сооружение является самым высоким в Германии и занимает четвертое место по высоте в Европе. В 1969 году телебашня была второй по высоте в мире. Ежегодно сюда поднимается более миллиона посетителей , благодаря чему Берлинская телебашня вошла в десятку самых популярных достопримечательностей Германии.",https://commons.wikimedia.org/wiki/File:Bundesarchiv_DH_2_Bild-A-07525%2C_Berlin%2C_Bau_Fernsehturm.jpg
Germany,Berlin,Берлинская телебашня,W556435241,"historic_architecture,transmitter_towers,towers,architecture,interesting_places,observation_towers,restaurants,foods,tourist_facilities,other_buildings_and_structures",13.409421,52.520824,"Берлинская телебашня (нем. Berliner Fernsehturm) располагается в столичном районе Митте, недалеко от Александерплац. Это 368-метровое сооружение является самым высоким в Германии и занимает четвертое место по высоте в Европе. В 1969 году телебашня была второй по высоте в мире. Ежегодно сюда поднимается более миллиона посетителей , благодаря чему Берлинская телебашня вошла в десятку самых популярных достопримечательностей Германии.",https://commons.wikimedia.org/wiki/File:Bundesarchiv_DH_2_Bild-A-07525%2C_Berlin%2C_Bau_Fernsehturm.jpg
Germany,Berlin,Берлинская телебашня,N4713534381,"historic_architecture,towers,architecture,interesting_places,observation_towers,restaurants,foods,tourist_facilities,other_buildings_and_structures",13.409429,52.520893,"Берлинская телебашня (нем. Berliner Fernsehturm) располагается в столичном районе Митте, недалеко от Александерплац. Это 368-метровое сооружение является самым высоким в Германии и занимает четвертое место по высоте в Европе. В 1969 году телебашня была второй по высоте в мире. Ежегодно сюда поднимается более миллиона посетителей , благодаря чему Берлинская телебашня вошла в десятку самых популярных достопримечательностей Германии.",https://commons.wikimedia.org/wiki/File:Bundesarchiv_DH_2_Bild-A-07525%2C_Berlin%2C_Bau_Fernsehturm.jpg
Germany,Berlin,Посольство Австралии в Германии,Q782851,"other,unclassified_objects,interesting_places,historic_object",13.4094,52.512299,Die australische Botschaft in Berlin ist der Hauptsitz der diplomatischen Vertretung von Australien in Deutschland und der Schweiz. Sie befindet sich seit 1997 im Ortsteil Berlin-Mitte des gleichnamigen Bezirks und seit 2003 an der Wallstraße 76–79 in einem denkmalgeschützten Gebäudekomplex.,https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-D0630-0005-001%2C_Berlin%2C_Wallstra%C3%9Fe%2C_Verlagsgeb%C3%A4ude%2C_Dietz-Verlag.jpg
Germany,Berlin,Inselbrücke,W339201193,"bridges,architecture,interesting_places,footbridges,stone_bridges",13.410658,52.513443,"Die Inselbrücke ist eine seit dem 17. Jahrhundert bestehende Straßenbrücke über den westlichen Spreearm. Sie ist in Stromrichtung die erste Brücke an der Spreeinsel und befindet sich im Einzugsbereich des historischen Berliner Hafens. Die heutige steinerne Gewölbebrücke stammt aus den Jahren 1912–1913, gebaut nach Plänen von Ludwig Hoffmann und Stadtbaurat Krause und steht unter Denkmalschutz.",https://commons.wikimedia.org/wiki/File:Inselbruecke_Berlin-Mitte_3.JPG
Germany,Berlin,Штадтмитте,N3352091173,"industrial_facilities,railway_stations,interesting_places",13.390563,52.512146,Stadtmitte (City Centre) is a Berlin U-Bahn station located on the U 2 and the U 6 in the Mitte district.,https://commons.wikimedia.org/wiki/File:Berlin_U-Bahnhof_Stadtmitte_Linie_U2_jcornelius_110707.JPG
Germany,Berlin,Еврейская гимназия Моисея Мендельсона,N5633810233,"historic,burial_places,interesting_places,other_burial_places",13.400175,52.523979,"Das Jüdische Gymnasium Moses Mendelssohn (umgangssprachlich auch als JGMM bezeichnet), vormals Knabenschule der jüdischen Gemeinde, später Mittelschule der Jüdischen Gemeinde, ist heute eine staatlich anerkannte Privatschule der Jüdischen Gemeinde zu Berlin. Als konfessionsgebundene Schule nimmt sie sowohl jüdische als auch nichtjüdische Schüler auf. Das Schulgebäude befindet sich in der Großen Hamburger Straße in Berlin-Mitte. Bis Sommer 2012 trug die Schule den Namen Jüdische Oberschule (umgangssprachlich auch als JOS bezeichnet).",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Grosse_Hamburger_Strasse_27%2C_Juedische_Oberschule.jpg
Germany,Berlin,Quäkerbüro,Q1767830,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.39,52.520802,"Als Quäkerbüro wird eine Immobilie in Berlin bezeichnet, die der Deutschen Jahresversammlung der Quäker gehört.",https://commons.wikimedia.org/wiki/File:Planck-Str._20_-_Berlin_-_Fassade.JPG
Germany,Berlin,Дворец Подевильса,Q16642113,"palaces,architecture,historic_architecture,interesting_places",13.4127,52.517399,Дворец Подевильса (нем. Palais Podewils) — историческое здание в стиле барокко в Берлине на улице Клостерштрассе. Трёхэтажный дворец был построен в 1701—1704 годах по проекту архитектора Жана де Бодта. Памятник архитектуры.,https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Klosterstra%C3%9Fe%2C_Palais_Podewils_01.jpg
Germany,Berlin,Ruine der Franziskaner-Klosterkirche,W24273489,"religion,historic_architecture,architecture,churches,interesting_places,destroyed_objects,other_churches",13.412494,52.518433,"The Franziskaner-Klosterkirche was a church in the Mitte district of Berlin, founded in 1250 and now in ruins.",https://commons.wikimedia.org/wiki/File:Graues_Kloster_Berlin.jpg
Germany,Berlin,Evangelisches Gymnasium zum Grauen Kloster,Q328971,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.4125,52.5186,"The Evangelisches Gymnasium zum Grauen Kloster, located in suburban Schmargendorf, Berlin, is an independent school with a humanistic profile, known as one of the most prestigious schools in Germany. Founded by the Evangelical Church in West Berlin in 1949 as the Evangelisches Gymnasium, it continues the traditions of the ancient Berlinisches Gymnasium zum Grauen Kloster, the oldest Gymnasium in Berlin, which for hundreds of years was situated in former monastery buildings in the city's Mitte district, closed by the East Germans in 1958. In 1963 the Evangelisches Gymnasium of West Berlin adopted its traditions and added ""zum Grauen Kloster"" to its name.",https://commons.wikimedia.org/wiki/File:Gymnasium_zum_Grauen_Kloster_in_Berlin_Giebelfront_an_der_Klosterstrasse.jpg
Germany,Berlin,Адмиралспаласт,N66917188,"cultural,cinemas,theatres_and_entertainments,interesting_places",13.388902,52.520771,"Адмиралспаласт (нем. Admiralspalast — «Адмиральский дворец») — культурно-развлекательный центр на Фридрихштрассе (101/102) в берлинском районе Митте, сохранившийся с начала XX столетия. Комплекс зданий Адмиралспаласта включён в список памятников архитектуры Берлина.",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Friedrichstrasse_101-102%2C_Admiralspalast_01.jpg
Germany,Berlin,Хакские дворы,W337201828,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.401222,52.524536,Хакские дворы (нем. Hackesche Höfe) в Шпандауском предместье в берлинском районе Митте — самый крупный архитектурный комплекс закрытых дворов в Германии. С 1972 года находятся под защитой государства как памятник архитектуры.,https://commons.wikimedia.org/wiki/File:Hackesche_H%C3%B6fe_Berlin1.JPG
Germany,Berlin,Parochialkirche,W43000923,"religion,churches,interesting_places,other_churches",13.412998,52.517025,"The Parochialkirche (literally the Reformed parochial church) is a Reformed church in the Klosterviertel neighbourhood of the Mitte borough in Berlin. The church, now a listed building, was built between 1695 and 1703, it is the oldest church in Berlin built as a Protestant place of worship. The church is now used and owned by the congregation of St. Mary's and St. Peter's, the merger of the parishes in the historical city center concluded on 23 September 2005. The congregation forms part of the Evangelical Church Berlin-Brandenburg-Silesian Upper Lusatia, a Protestant regional church body comprising Lutheran, Reformed and united Protestant congregations.",https://commons.wikimedia.org/wiki/File:Parochialkirche_Berlin_2.jpg
Germany,Berlin,Комише опер,N318525456,"cultural,theatres_and_entertainments,interesting_places,opera_houses",13.386986,52.515663,"«Комише опер» (нем. Komische Oper — «Комическая опера») — музыкальный театр в Берлине, основанный в 1947 году. Располагается на Беренштрассе в центре Берлина (Доротеенштадт).",https://commons.wikimedia.org/wiki/File:Berlin%2C_Mitte%2C_Behrenstra%C3%9Fe%2C_Komische_Oper_02.jpg
Germany,Berlin,Фридрихштрассе,N3869306768,"industrial_facilities,railway_stations,interesting_places",13.388287,52.520264,Вокзал Берлин-Фридрихштрассе (нем. Bahnhof Berlin Friedrichstraße) — важный транспортный узел Берлина. Под вокзалом есть станции S-Bahn и метро.Вокзал находится в районе Берлина Митте.В разделённом Берлине вокзал был одним из самых важных контрольно-пропускных пунктов на границе между Западным и Восточным Берлином.,https://commons.wikimedia.org/wiki/File:Train_station_Berlin_Friedrichstrasse_3.jpg
Germany,Berlin,Zollernhof,Q218620,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",13.3869,52.517502,"Der Zollernhof ist ein 1910/1911 in Berlin-Mitte errichtetes Bürogebäude, das unter Denkmalschutz steht. Von 1949 bis 1990 befand sich hier der Sitz des Zentralrats der Freien Deutschen Jugend (FDJ). Seit 3. Februar 2000 hat das Zweite Deutsche Fernsehen (ZDF) dort sein Hauptstadtstudio und weitere Medienunternehmen haben sich niedergelassen.",https://commons.wikimedia.org/wiki/File:Berlin_Zollernhof_2.JPG
